ChargeThreshold_fC,Probability,CrossSection_cm2
0.12025999187570899,0.9039628391064919,9.039628391064919e-07
0.12497778822479853,0.8875254224266984,8.875254224266983e-07
0.12988066360178696,0.8690088239099054,8.690088239099053e-07
0.13497587865211821,0.847990603494097,8.479906034940971e-07
0.14027097885616813,0.8245128998478972,8.245128998478971e-07
0.14577380570331105,0.7988396151891709,7.988396151891708e-07
0.15149250830434516,0.7705119117106953,7.705119117106952e-07
0.15743555545947313,0.7400947689866263,7.400947689866263e-07
0.163611748199709,0.7073370957660932,7.073370957660931e-07
0.1700302328202842,0.6731183378722339,6.731183378722339e-07
0.1767005144253539,0.6374266239750891,6.37426623975089e-07
0.1836324710040617,0.6007853624945935,6.007853624945934e-07
0.19083636805880805,0.5632865136754119,5.63286513675412e-07
0.19832287380738534,0.5255188187307341,5.255188187307341e-07
0.20610307498149186,0.4881030382038493,4.881030382038493e-07
0.21418849324502162,0.4515688852240478,4.515688852240478e-07
0.22259110225644338,0.4161314323441746,4.161314323441746e-07
0.23132334540053565,0.38221108187079095,3.8221108187079093e-07
0.2403981542157377,0.3497970532335519,3.497970532335519e-07
0.24982896754440498,0.3197637849615887,3.1976378496158866e-07
0.2596297514343286,0.29183485794723735,2.9183485794723735e-07
0.2698150198209906,0.26582931561279566,2.6582931561279567e-07
0.280399856021184,0.24222171894741687,2.422217189474169e-07
0.291399935069827,0.2203029982285551,2.203029982285551e-07
0.30283154693304903,0.20070681051414752,2.0070681051414751e-07
0.31471162063192687,0.18262458997851239,1.8262458997851237e-07
0.3270577493125929,0.16629445094447234,1.6629445094447235e-07
0.33988821629984406,0.15149951787696442,1.514995178769644e-07
0.3532220221728331,0.13785231702086725,1.3785231702086726e-07
0.3670789129029379,0.12540932763070906,1.2540932763070905e-07
0.38147940909547945,0.11391477881002379,1.1391477881002379e-07
0.3964448363785906,0.10342187622653798,1.0342187622653798e-07
0.41199735698424084,0.09365588506361947,9.365588506361946e-08
0.4281600025681823,0.08467386402648466,8.467386402648466e-08
0.4449567083174226,0.07663175790459371,7.66317579045937e-08
0.4624123483957322,0.06952414578252833,6.952414578252832e-08
0.4805527727796786,0.06312192672646173,6.312192672646174e-08
0.4994048455397364,0.05719958390133397,5.719958390133397e-08
0.5189964846231652,0.05180898222712963,5.180898222712963e-08
0.5393567031975688,0.04710060088446352,4.710060088446352e-08
0.5605156526163605,0.04269848129966517,4.269848129966517e-08
